heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
-7.78,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.0,100
0.17,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.0,100
0.24,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,100
0.53,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,1000
1.05,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,1.0,1000
1.07,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,100
1.07,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,100
1.58,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,1000
1.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,100
1.79,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,1.0,1000
1.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.5,100
2.21,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,1500
2.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1000
2.37,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.0,1000
2.38,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,1500
2.59,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.0,100
2.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,1000
2.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,100
2.93,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,1500
3.09,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,700
3.22,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.5,2500
3.27,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,100
3.39,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,2000
3.47,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,1000
3.49,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,1000
3.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.0,1000
3.61,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,1000
3.68,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,1500
3.78,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,3500
3.95,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,100
4.24,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,100
4.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,100
4.41,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.0,1000
4.42,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,0.0,3000
4.49,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,1000
4.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.5,1000
4.79,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,1500
4.81,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,1000
4.96,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.0,1000
5.31,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,1000
5.31,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,2000
5.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,1500
5.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.5,100
5.75,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,2000
5.89,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,2000
6.14,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,4.0,1000
6.46,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,7.0,2500
6.64,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,1000
6.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,1500
6.8,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.0,100
6.86,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.5,2000
6.89,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,1500
6.91,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.5,1500
7.1,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,3000
7.22,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,1000
7.29,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,100
7.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,2000
7.5,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.0,700
7.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,1000
7.67,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.0,1500
7.68,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,3.0,4000
7.75,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,2000
7.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.0,1500
7.88,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.5,1500
7.9,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,3500
8.03,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.5,1000
8.27,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,2500
8.59,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,6.0,1000
8.62,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,1000
8.66,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,2000
8.72,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,4.0,1000
8.78,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.0,2000
9.07,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,4.0,2000
9.27,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.0,1500
9.4,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.0,1000
9.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,1000
9.48,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,100
9.48,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,3500
9.88,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,7.0,100
9.97,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,5.0,2000
10.12,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,3500
10.14,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,17.0,100
10.19,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.5,1000
10.21,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.5,100
10.27,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,15.0,1000
10.49,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,1000
10.51,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.0,1500
10.53,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,100
10.81,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,2500
10.97,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.0,100
10.98,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,1500
11.12,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,2.5,1000
11.14,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,3000
11.14,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,8.0,100
11.27,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,2500
11.46,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.0,100
11.46,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,2000
11.63,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.5,1000
11.84,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.5,100
12.05,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.5,100
12.1,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.0,1500
12.43,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,4000
12.56,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,10.5,2000
12.63,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,8.5,100
12.74,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,3000
12.82,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,3000
12.85,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,1.0,3500
13.07,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,1500
13.12,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,9.0,1000
13.41,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,2500
13.45,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,2000
13.51,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,2500
13.57,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,3500
13.57,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.0,3500
14.0,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.5,100
14.03,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,3000
14.14,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,100
14.18,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,10.0,100
14.27,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.5,100
14.29,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.5,700
14.32,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.5,100
14.36,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,2500
14.57,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.5,1500
14.61,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,10.0,3500
14.66,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,3500
14.93,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,1000
15.15,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,2500
15.23,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,2000
15.42,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.5,100
15.56,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.0,100
15.57,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,2500
15.95,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.5,3000
16.05,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.0,1500
16.43,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,3500
16.43,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,3000
16.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,1500
16.76,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.0,2500
16.85,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.0,2000
17.5,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.5,100
17.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.5,3000
17.7,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,5000
17.77,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.0,3500
17.94,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,1.0,4000
18.01,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.5,1000
18.04,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,10.0,100
18.92,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.5,1500
19.27,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,3000
19.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.0,100
19.47,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,13.0,3500
19.49,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.5,3000
19.53,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,3000
19.61,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.0,2500
19.82,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,12.5,100
20.15,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.0,2000
20.22,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.0,3000
20.33,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.0,100
20.43,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,9.0,2500
20.49,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,7.0,2000
20.65,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,100
20.73,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.5,1500
20.73,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,4200
20.74,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.5,2000
20.76,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,5.0,3500
20.93,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,11.0,2000
21.06,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,100
21.15,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.0,100
21.2,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.0,100
21.34,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,3000
21.45,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.0,3000
21.5,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.5,700
21.5,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,1000
21.62,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1500
21.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.0,2500
21.77,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.5,2500
21.97,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,5000
22.03,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,2000
22.07,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,1000
22.29,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.0,2500
22.33,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,12.0,2000
22.39,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,15.0,1000
22.49,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,3500
22.92,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.5,2500
23.08,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,10.0,1000
23.21,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,2000
23.25,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.0,100
23.26,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,4000
23.49,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,3000
23.5,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.5,2500
23.91,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.0,3000
23.92,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,100
23.94,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,3500
24.09,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.0,1000
24.39,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,9.0,3000
24.49,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,3000
24.54,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,2500
24.55,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.5,1500
24.56,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,13.5,1500
24.6,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,100
24.63,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,3000
24.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.5,2000
25.0,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,10.0,100
25.09,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,3000
25.19,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.5,1500
25.6,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,15.5,1500
25.63,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,3000
25.81,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.5,1000
25.93,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,100
26.34,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.5,3500
26.55,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,6.5,3500
26.56,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,10.0,3000
26.63,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,0.5,5000
26.64,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,0.0,5000
26.71,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,1000
26.81,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,4000
26.81,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,2000
27.27,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,3000
27.28,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.5,1000
27.34,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.5,3000
27.43,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,8.0,3500
27.64,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.5,1500
27.65,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.5,2000
27.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,15.0,2000
27.88,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,8.0,3500
27.97,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.5,4200
28.21,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.0,2500
28.27,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.5,3500
28.74,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.0,1000
29.01,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,12.0,1500
29.12,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,4.0,4500
29.17,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.5,100
29.43,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,9.5,4500
29.69,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,4500
29.88,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,15.5,100
29.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,100
30.1,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.5,3500
30.15,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.5,100
30.31,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,5000
30.41,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,100
30.48,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.5,2500
30.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.5,5000
30.56,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,2500
30.58,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.0,3000
30.58,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,4000
30.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.0,3500
30.81,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.5,4500
30.88,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,3500
30.96,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,17.0,2000
31.0,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,4500
31.0,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.5,2500
31.03,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,2500
31.11,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,1000
31.12,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,12.0,3000
31.25,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.5,4200
31.5,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.0,5000
31.6,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.5,3000
31.61,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,5000
31.66,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.5,3000
31.7,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,7.0,4000
31.84,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.0,2500
31.87,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,4500
31.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,2000
31.94,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.5,3000
